Unnamed: 0,Date,User,Tweet,Location,ppt
954,2023-03-19 08:29:55+00:00,iniakul90403851,"Wanadri, FPTI, dan Mapala UI sukses menaklukan puncak Everest.
#PrestasiPrabowo
#BangkitBersama 
 
Prabowo Subianto",,"['wanadri', 'fpti', 'mapala', 'ui', 'sukses', 'takluk', 'puncak', 'everest', 'prestasiprabowo', 'bangkitbersama', 'prabowo', 'subianto']"
955,2023-03-19 08:29:54+00:00,iniakul90403851,"di gunung Everest. Prajurit Kopassus Indonesia,
#PrestasiPrabowo
#BangkitBersama 
 
Prabowo Subianto",,"['gunung', 'everest', 'prajurit', 'kopassus', 'indonesia', 'prestasiprabowo', 'bangkitbersama', 'prabowo', 'subianto']"
956,2023-03-19 08:29:53+00:00,iniakul90403851,"Prestasi gemilang Prabowo Subianto selanjutnya kala mengibarkan bendera Merah putih 
#PrestasiPrabowo
#BangkitBersama 
 
Prabowo Subianto",,"['prestasi', 'gemilang', 'prabowo', 'subianto', 'lanjut', 'kala', 'kibar', 'bendera', 'merah', 'putih', 'prestasiprabowo', 'bangkitbersama', 'prabowo', 'subianto']"
957,2023-03-19 08:29:52+00:00,iniakul90403851,". Mengibarkan Bendera Indonesia di Puncak Everest
#PrestasiPrabowo
#BangkitBersama 
 
Prabowo Subianto",,"['kibar', 'bendera', 'indonesia', 'puncak', 'everest', 'prestasiprabowo', 'bangkitbersama', 'prabowo', 'subianto']"
958,2023-03-19 08:29:51+00:00,iniakul90403851,"Sebab mereka menggunakan lambang palang merah untuk menipu anggota OPM.
#PrestasiPrabowo
#BangkitBersama 
 
Prabowo Subianto",,"['sebab', 'guna', 'lambang', 'palang', 'merah', 'tipu', 'anggota', 'opm', 'prestasiprabowo', 'bangkitbersama', 'prabowo', 'subianto']"
959,2023-03-19 08:29:51+00:00,iniakul90403851,"Proses penyelamatan itu sempat mendapat kritik internasional.
#PrestasiPrabowo
#BangkitBersama 
 
Prabowo Subianto",,"['proses', 'selamat', 'sempat', 'dapat', 'kritik', 'internasional', 'prestasiprabowo', 'bangkitbersama', 'prabowo', 'subianto']"
960,2023-03-19 08:29:50+00:00,iniakul90403851,"Kopassus bersama anggota Kostrad berhasil menangani peristiwa tersebut.
#PrestasiPrabowo
#BangkitBersama 
 
Prabowo Subianto",,"['kopassus', 'sama', 'anggota', 'kostrad', 'hasil', 'tangan', 'peristiwa', 'sebut', 'prestasiprabowo', 'bangkitbersama', 'prabowo', 'subianto']"
961,2023-03-19 08:29:49+00:00,iniakul90403851,"Kal itu OPM menyandera 10 orang peneliti Lorentz pada tahun 1995.
#PrestasiPrabowo
#BangkitBersama 
 
Prabowo Subianto",,"['kal', 'opm', 'sandera', '10', 'orang', 'teliti', 'lorentz', 'tahun', '1995', 'prestasiprabowo', 'bangkitbersama', 'prabowo', 'subianto']"
962,2023-03-19 08:29:47+00:00,iniakul90403851,"Prabowo yang masih berpangkat Brigadir Jenderal menghadapi Organisasi Papua Merdeka atau OPM.
#PrestasiPrabowo… https://t.co/dfRmoSAmcu",,"['prabowo', 'pangkat', 'brigadir', 'jenderal', 'hadap', 'organisasi', 'papua', 'merdeka', 'opm', 'prestasiprabowo', 'https', 't', 'co', 'dfrmosamcu']"
963,2023-03-19 08:29:46+00:00,iniakul90403851,"Membebaskan Tawanan Mapenduma
#PrestasiPrabowo
#BangkitBersama 
 
Prabowo Subianto",,"['bebas', 'tawan', 'mapenduma', 'prestasiprabowo', 'bangkitbersama', 'prabowo', 'subianto']"
964,2023-03-19 08:29:36+00:00,Muhamma48288841,"Prabowo menegaskan kepentingan bangsa dan negara di atas segalanya.
#PrestasiPrabowo #IkutPakde Prabowo Subianto",,"['prabowo', 'tegas', 'penting', 'bangsa', 'negara', 'atas', 'segala', 'prestasiprabowo', 'ikutpakde', 'prabowo', 'subianto']"
965,2023-03-19 08:29:27+00:00,Muhamma48288841,"Prabowo juga bersyukur bisa bergabung dengan kabinet yang dipimpin Jokowi. 
#PrestasiPrabowo #IkutPakde Prabowo Subianto",,"['prabowo', 'syukur', 'gabung', 'kabinet', 'pimpin', 'jokowi', 'prestasiprabowo', 'ikutpakde', 'prabowo', 'subianto']"
966,2023-03-19 08:29:08+00:00,Citralokadwipa,"Turut mendampingi Presiden, Menteri Pertahanan Prabowo Subianto, Sekretaris Kabinet Pramono Anung, Kapolri Jenderal… https://t.co/ikkzfOxMec",Jakarta,"['turut', 'damping', 'presiden', 'menteri', 'tahan', 'prabowo', 'subianto', 'sekretaris', 'kabinet', 'pramono', 'anung', 'kapolri', 'jenderal', 'https', 't', 'co', 'ikkzfoxmec']"
967,2023-03-19 08:28:58+00:00,Dianawatiseri,"RT @MARQUEZ__93: Puan Maharani, Capres 2024 Pasangan Prabowo - Ganjar Kita diharap bersabar tunggu keputusan Bu Mega, Mbak @puanmaharani_ri…",,"['rt', 'marquez', '93', 'puan', 'maharani', 'capres', '2024', 'pasang', 'prabowo', '-', 'ganjar', 'kita', 'harap', 'sabar', 'tunggu', 'putus', 'bu', 'mega', 'mbak', 'puanmaharani', 'ri']"
968,2023-03-19 08:28:41+00:00,Muhamma48288841,"saya tuh akhirnya harus mengakui dalam hal memimpin negara saya harus belajar dari Pak Joko Widodo,"" ujar Prabowo.… https://t.co/F22C13CWRD",,"['tuh', 'akhir', 'aku', 'pimpin', 'negara', 'ajar', 'pak', 'joko', 'widodo', 'ujar', 'prabowo', 'https', 't', 'co', 'f22c13cwrd']"
